idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
570,32,5,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,That's not true.,Hang on a minute.,She was not.,She did not.
571,32,6,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,Nope.,Wait no.,She did not.,She was not.
572,32,6,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,Nope.,Wait no.,She was not.,She did not.
573,32,7,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,Nope.,"Hey, wait a minute.",She did not.,She was not.
574,32,7,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,Nope.,"Hey, wait a minute.",She was not.,She did not.
575,32,8,False,coord,Cole,Shelby,The optician had a flat tire and was talking to the tall nurse.,Nope.,Hang on a minute.,She did not.,She was not.
576,32,8,True,coord,Cole,Shelby,The optician was talking to the tall nurse and had a flat tire.,Nope.,Hang on a minute.,She was not.,She did not.
577,33,0,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,No.,Wait no.,He did not.,He was not.
578,33,0,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,No.,Wait no.,He was not.,He did not.
579,33,1,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,No.,"Hey, wait a minute.",He did not.,He was not.
580,33,1,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,No.,"Hey, wait a minute.",He was not.,He did not.
581,33,2,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,No.,Hang on a minute.,He did not.,He was not.
582,33,2,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,No.,Hang on a minute.,He was not.,He did not.
583,33,3,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,That's not true.,Wait no.,He did not.,He was not.
584,33,3,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,That's not true.,Wait no.,He was not.,He did not.
585,33,4,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,That's not true.,"Hey, wait a minute.",He did not.,He was not.
586,33,4,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,That's not true.,"Hey, wait a minute.",He was not.,He did not.
587,33,5,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,That's not true.,Hang on a minute.,He did not.,He was not.
588,33,5,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,That's not true.,Hang on a minute.,He was not.,He did not.
589,33,6,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,Nope.,Wait no.,He did not.,He was not.
590,33,6,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,Nope.,Wait no.,He was not.,He did not.
591,33,7,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,Nope.,"Hey, wait a minute.",He did not.,He was not.
592,33,7,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,Nope.,"Hey, wait a minute.",He was not.,He did not.
593,33,8,False,coord,Gregory,Elizabeth,The counselor hired a teenager to mow the lawn and was nervous about the upcoming debate.,Nope.,Hang on a minute.,He did not.,He was not.
594,33,8,True,coord,Gregory,Elizabeth,The counselor was nervous about the upcoming debate and hired a teenager to mow the lawn.,Nope.,Hang on a minute.,He was not.,He did not.
595,34,0,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,No.,Wait no.,He did not.,He was not.
596,34,0,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,No.,Wait no.,He was not.,He did not.
597,34,1,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,No.,"Hey, wait a minute.",He did not.,He was not.
598,34,1,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,No.,"Hey, wait a minute.",He was not.,He did not.
599,34,2,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,No.,Hang on a minute.,He did not.,He was not.
600,34,2,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,No.,Hang on a minute.,He was not.,He did not.
601,34,3,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,That's not true.,Wait no.,He did not.,He was not.
602,34,3,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,That's not true.,Wait no.,He was not.,He did not.
603,34,4,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,That's not true.,"Hey, wait a minute.",He did not.,He was not.
604,34,4,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,That's not true.,"Hey, wait a minute.",He was not.,He did not.
605,34,5,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,That's not true.,Hang on a minute.,He did not.,He was not.
606,34,5,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,That's not true.,Hang on a minute.,He was not.,He did not.
607,34,6,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,Nope.,Wait no.,He did not.,He was not.
608,34,6,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,Nope.,Wait no.,He was not.,He did not.
609,34,7,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,Nope.,"Hey, wait a minute.",He did not.,He was not.
610,34,7,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,Nope.,"Hey, wait a minute.",He was not.,He did not.
611,34,8,False,coord,Maya,Jordyn,The soccer player used to play for the youth soccer team in 2009 and was sitting on a rocking chair.,Nope.,Hang on a minute.,He did not.,He was not.
612,34,8,True,coord,Maya,Jordyn,The soccer player was sitting on a rocking chair and used to play for the youth soccer team in 2009.,Nope.,Hang on a minute.,He was not.,He did not.
613,35,0,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,No.,Wait no.,He did not.,He was not.
614,35,0,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,No.,Wait no.,He was not.,He did not.
615,35,1,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,No.,"Hey, wait a minute.",He did not.,He was not.
616,35,1,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,No.,"Hey, wait a minute.",He was not.,He did not.
617,35,2,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,No.,Hang on a minute.,He did not.,He was not.
618,35,2,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,No.,Hang on a minute.,He was not.,He did not.
619,35,3,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,That's not true.,Wait no.,He did not.,He was not.
620,35,3,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,That's not true.,Wait no.,He was not.,He did not.
621,35,4,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,That's not true.,"Hey, wait a minute.",He did not.,He was not.
622,35,4,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,That's not true.,"Hey, wait a minute.",He was not.,He did not.
623,35,5,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,That's not true.,Hang on a minute.,He did not.,He was not.
624,35,5,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,That's not true.,Hang on a minute.,He was not.,He did not.
625,35,6,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,Nope.,Wait no.,He did not.,He was not.
626,35,6,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,Nope.,Wait no.,He was not.,He did not.
627,35,7,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,Nope.,"Hey, wait a minute.",He did not.,He was not.
628,35,7,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,Nope.,"Hey, wait a minute.",He was not.,He did not.
629,35,8,False,coord,Carly,Heather,The volunteer used to dream to become a translator and was mentioned in the newspaper.,Nope.,Hang on a minute.,He did not.,He was not.
630,35,8,True,coord,Carly,Heather,The volunteer was mentioned in the newspaper and used to dream to become a translator.,Nope.,Hang on a minute.,He was not.,He did not.
631,36,0,False,coord,Gavin,Jeffrey,The teacher missed a train this morning and was pulled over for drunk driving.,No.,Wait no.,He did not.,He was not.
632,36,0,True,coord,Gavin,Jeffrey,The teacher was pulled over for drunk driving and missed a train this morning.,No.,Wait no.,He was not.,He did not.
633,36,1,False,coord,Gavin,Jeffrey,The teacher missed a train this morning and was pulled over for drunk driving.,No.,"Hey, wait a minute.",He did not.,He was not.
634,36,1,True,coord,Gavin,Jeffrey,The teacher was pulled over for drunk driving and missed a train this morning.,No.,"Hey, wait a minute.",He was not.,He did not.
635,36,2,False,coord,Gavin,Jeffrey,The teacher missed a train this morning and was pulled over for drunk driving.,No.,Hang on a minute.,He did not.,He was not.
636,36,2,True,coord,Gavin,Jeffrey,The teacher was pulled over for drunk driving and missed a train this morning.,No.,Hang on a minute.,He was not.,He did not.
637,36,3,False,coord,Gavin,Jeffrey,The teacher missed a train this morning and was pulled over for drunk driving.,That's not true.,Wait no.,He did not.,He was not.
638,36,3,True,coord,Gavin,Jeffrey,The teacher was pulled over for drunk driving and missed a train this morning.,That's not true.,Wait no.,He was not.,He did not.
639,36,4,False,coord,Gavin,Jeffrey,The teacher missed a train this morning and was pulled over for drunk driving.,That's not true.,"Hey, wait a minute.",He did not.,He was not.
640,36,4,True,coord,Gavin,Jeffrey,The teacher was pulled over for drunk driving and missed a train this morning.,That's not true.,"Hey, wait a minute.",He was not.,He did not.
