idx,item,sentence,prefix,stimulus,type
212,106,"Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""No, she did not.""","Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""No,","she did not.""",neg_main_good
212,106,"Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""Wait no, she did not.""","Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""Wait no,","she did not.""",neg_main_bad
212,106,"Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""Wait no, she has not.""","Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""Wait no,","she has not.""",neg_arc_good
212,106,"Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""No, she has not.""","Elizabeth said, ""The swimmer, who has been working out for two hours, forgot to do the laundry."" Conner replied, ""No,","she has not.""",neg_arc_bad
213,106,"Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""No, she has not.""","Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""No,","she has not.""",neg_main_good
213,106,"Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""Wait no, she has not.""","Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""Wait no,","she has not.""",neg_main_bad
213,106,"Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""Wait no, she did not.""","Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""Wait no,","she did not.""",neg_arc_good
213,106,"Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""No, she did not.""","Elizabeth said, ""The swimmer, who forgot to do the laundry, has been working out for two hours."" Conner replied, ""No,","she did not.""",neg_arc_bad
214,107,"Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""No, he did not.""","Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""No,","he did not.""",neg_main_good
214,107,"Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""Wait no, he did not.""","Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""Wait no,","he did not.""",neg_main_bad
214,107,"Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""Wait no, he has not.""","Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""Wait no,","he has not.""",neg_arc_good
214,107,"Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""No, he has not.""","Crystal said, ""The accountant, who has been chosen to audition for the All Stars game, forgot to lock the door."" Arianna replied, ""No,","he has not.""",neg_arc_bad
215,107,"Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""No, he has not.""","Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""No,","he has not.""",neg_main_good
215,107,"Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""Wait no, he has not.""","Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""Wait no,","he has not.""",neg_main_bad
215,107,"Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""Wait no, he did not.""","Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""Wait no,","he did not.""",neg_arc_good
215,107,"Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""No, he did not.""","Crystal said, ""The accountant, who forgot to lock the door, has been chosen to audition for the All Stars game."" Arianna replied, ""No,","he did not.""",neg_arc_bad
216,108,"Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""No, he did not.""","Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""No,","he did not.""",neg_main_good
216,108,"Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""Wait no, he did not.""","Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""Wait no,","he did not.""",neg_main_bad
216,108,"Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""Wait no, he has not.""","Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""Wait no,","he has not.""",neg_arc_good
216,108,"Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""No, he has not.""","Kaylee said, ""The Marine, who has undergone chemotherapy, used to play badminton."" Andres replied, ""No,","he has not.""",neg_arc_bad
217,108,"Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""No, he has not.""","Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""No,","he has not.""",neg_main_good
217,108,"Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""Wait no, he has not.""","Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""Wait no,","he has not.""",neg_main_bad
217,108,"Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""Wait no, he did not.""","Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""Wait no,","he did not.""",neg_arc_good
217,108,"Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""No, he did not.""","Kaylee said, ""The Marine, who used to play badminton, has undergone chemotherapy."" Andres replied, ""No,","he did not.""",neg_arc_bad
218,109,"Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""No, she did not.""","Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""No,","she did not.""",neg_main_good
218,109,"Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""Wait no, she did not.""","Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""Wait no,","she did not.""",neg_main_bad
218,109,"Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""Wait no, she has not.""","Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""Wait no,","she has not.""",neg_arc_good
218,109,"Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""No, she has not.""","Natalie said, ""The model, who has been dreaming of buying a private jet, went to the post office."" Carly replied, ""No,","she has not.""",neg_arc_bad
219,109,"Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""No, she has not.""","Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""No,","she has not.""",neg_main_good
219,109,"Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""Wait no, she has not.""","Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""Wait no,","she has not.""",neg_main_bad
219,109,"Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""Wait no, she did not.""","Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""Wait no,","she did not.""",neg_arc_good
219,109,"Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""No, she did not.""","Natalie said, ""The model, who went to the post office, has been dreaming of buying a private jet."" Carly replied, ""No,","she did not.""",neg_arc_bad
220,110,"Jayden said, ""The technician, who has been chosen to audition for the All Stars game, volunteers regularly at a local church."" Naomi replied, ""No, she does not.""","Jayden said, ""The technician, who has been chosen to audition for the All Stars game, volunteers regularly at a local church."" Naomi replied, ""No,","she does not.""",neg_main_good
